﻿Group;Merchant;Login ID;Member ID;Date;Type;Pay Method;Currency;Amount;Fee;Ticket #;Status;Approval Remark
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 00:00:23;Deposit;QRIS IM;IDR;1000;0.00;780322701;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 00:24:07;Deposit;QRIS IM;IDR;2500;0.00;780339670;Approved;
RP1M (G109);RP1M (161);Deni251293;43165@161;04/02/2026 01:10:53;Deposit;QRIS IM;IDR;25;0.00;780373794;Approved;
RP1M (G109);RP1M (161);Steven86;25220@161;04/02/2026 01:16:36;Deposit;QRIS IM;IDR;40;0.00;780377831;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Deni251293;43165@161;04/02/2026 01:44:04;Deposit;QRIS IM;IDR;25;0.00;780397309;Approved;
RP1M (G109);RP1M (161);Deni251293;43165@161;04/02/2026 02:09:23;Deposit;QRIS IM;IDR;25;0.00;780414216;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/02/2026 02:11:15;Deposit;QRIS IM;IDR;50;0.00;780415391;Approved;
RP1M (G109);RP1M (161);G4tok;42043@161;04/02/2026 02:24:27;Deposit;QRIS IM;IDR;30;0.00;780423901;Approved;
RP1M (G109);RP1M (161);Hoki10;35419@161;04/02/2026 02:30:48;Deposit;QRIS IM;IDR;200;0.00;780427762;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/02/2026 02:34:46;Deposit;QRIS IM;IDR;50;0.00;780430169;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/02/2026 02:42:27;Deposit;QRIS IM;IDR;100;0.00;780434938;Approved;
RP1M (G109);RP1M (161);Jhoker86;43062@161;04/02/2026 04:09:08;Deposit;QRIS IM;IDR;30;0.00;780479257;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/02/2026 04:52:30;Deposit;QRIS IM;IDR;9500;0.00;780495850;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/02/2026 06:20:40;Deposit;QRIS IM;IDR;440;0.00;780520913;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/02/2026 07:33:05;Deposit;QRIS IM;IDR;500;0.00;780536222;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/02/2026 07:35:55;Deposit;QRIS IM;IDR;500;0.00;780536778;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/02/2026 07:39:32;Deposit;QRIS IM;IDR;1000;0.00;780537508;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/02/2026 07:45:13;Deposit;QRIS IM;IDR;1000;0.00;780538636;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/02/2026 07:46:48;Deposit;QRIS IM;IDR;1000;0.00;780538960;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/02/2026 07:50:11;Deposit;QRIS IM;IDR;1000;0.00;780539646;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/02/2026 08:19:47;Deposit;QRIS IM;IDR;70;0.00;780545955;Approved;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 09:52:10;Deposit;QRIS IM;IDR;1000;0.00;780569118;Approved;
RP1M (G109);RP1M (161);Steven86;25220@161;04/02/2026 10:05:53;Deposit;QRIS IM;IDR;50;0.00;780572967;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 10:11:40;Deposit;QRIS IM;IDR;1000;0.00;780574728;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 10:22:15;Deposit;QRIS IM;IDR;2500;0.00;780577931;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 10:35:27;Deposit;QRIS IM;IDR;2500;0.00;780581847;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 10:50:11;Deposit;QRIS IM;IDR;3000;0.00;780586384;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 11:12:05;Deposit;QRIS IM;IDR;1500;0.00;780593294;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 11:17:10;Deposit;QRIS IM;IDR;2000;0.00;780594974;Approved;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 11:27:20;Deposit;QRIS IM;IDR;1000;0.00;780598314;Approved;
RP1M (G109);RP1M (161);solo888;43166@161;04/02/2026 12:18:08;Deposit;QRIS IM;IDR;2000;0.00;780616050;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 12:28:56;Deposit;QRIS IM;IDR;3000;0.00;780619948;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 12:36:55;Deposit;QRIS IM;IDR;3000;0.00;780622861;Approved;
RP1M (G109);RP1M (161);Hengki02;17222@161;04/02/2026 12:54:54;Deposit;QRIS IM;IDR;250;0.00;780629863;Approved;
RP1M (G109);RP1M (161);Hengki02;17222@161;04/02/2026 13:00:00;Deposit;QRIS IM;IDR;250;0.00;780631933;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/02/2026 13:05:10;Deposit;QRIS IM;IDR;500;0.00;780634052;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/02/2026 13:07:30;Deposit;QRIS IM;IDR;9500;0.00;780634941;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/02/2026 13:18:31;Deposit;QRIS IM;IDR;50;0.00;780639406;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 13:53:11;Deposit;QRIS IM;IDR;60;0.00;780654125;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 14:01:46;Deposit;QRIS IM;IDR;40;0.00;780657552;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 14:32:51;Deposit;QRIS IM;IDR;1000;0.00;780670490;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/02/2026 14:37:53;Deposit;QRIS IM;IDR;50;0.00;780672463;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/02/2026 15:34:18;Deposit;QRIS IM;IDR;500;0.00;780696342;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/02/2026 16:38:29;Deposit;QRIS IM;IDR;50;0.00;780724284;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/02/2026 16:41:35;Deposit;QRIS IM;IDR;50;0.00;780725719;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 17:20:24;Deposit;QRIS IM;IDR;700;0.00;780742802;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 17:29:41;Deposit;QRIS IM;IDR;100;0.00;780746889;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 18:00:24;Deposit;QRIS IM;IDR;100;0.00;780760735;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/02/2026 18:12:32;Deposit;QRIS IM;IDR;28;0.00;780766178;Approved;
RP1M (G109);RP1M (161);Bil1ay;29782@161;04/02/2026 18:22:49;Deposit;QRIS IM;IDR;195;0.00;780770907;Approved;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 18:22:51;Deposit;QRIS IM;IDR;600;0.00;780770922;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 18:24:25;Deposit;QRIS IM;IDR;75;0.00;780771600;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/02/2026 18:50:04;Deposit;QRIS IM;IDR;100;0.00;780783452;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Agung2002;42720@161;04/02/2026 20:19:17;Deposit;QRIS IM;IDR;37;0.00;780827225;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 21:09:05;Deposit;QRIS IM;IDR;40;0.00;780853280;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 21:17:44;Deposit;QRIS IM;IDR;40;0.00;780858027;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 21:23:30;Deposit;QRIS IM;IDR;95;0.00;780861196;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 22:04:57;Deposit;QRIS IM;IDR;100;0.00;780885040;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Situsandalan;43168@161;04/02/2026 22:27:14;Deposit;QRIS IM;IDR;25;0.00;780898915;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 22:27:20;Deposit;QRIS IM;IDR;100;0.00;780898992;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 23:05:40;Deposit;QRIS IM;IDR;100;0.00;780924154;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/02/2026 23:12:18;Deposit;QRIS IM;IDR;250;0.00;780928682;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 23:22:54;Deposit;QRIS IM;IDR;100;0.00;780935982;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);SinzerGear;34975@161;04/03/2026 00:08:05;Deposit;QRIS IM;IDR;95;0.00;780968274;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/03/2026 00:13:26;Deposit;QRIS IM;IDR;100;0.00;780972176;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 01:31:26;Deposit;QRIS IM;IDR;500;0.00;781028644;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 04:11:29;Deposit;QRIS IM;IDR;350;0.00;781122967;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 04:16:24;Deposit;QRIS IM;IDR;500;0.00;781125114;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 04:18:39;Deposit;QRIS IM;IDR;1000;0.00;781126061;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);malikadel;43154@161;04/03/2026 05:09:35;Deposit;QRIS IM;IDR;100;0.00;781145489;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/03/2026 05:53:59;Deposit;QRIS IM;IDR;9500;0.00;781159280;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:20:36;Deposit;QRIS IM;IDR;500;0.00;781190462;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:35:56;Deposit;QRIS IM;IDR;500;0.00;781193600;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:45:38;Deposit;QRIS IM;IDR;500;0.00;781195626;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:47:42;Deposit;QRIS IM;IDR;500;0.00;781196072;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:49:37;Deposit;QRIS IM;IDR;1000;0.00;781196458;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:52:42;Deposit;QRIS IM;IDR;1000;0.00;781197098;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 09:00:23;Deposit;QRIS IM;IDR;500;0.00;781198746;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 09:02:01;Deposit;QRIS IM;IDR;500;0.00;781199087;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 09:54:00;Deposit;QRIS IM;IDR;500;0.00;781211050;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 10:01:59;Deposit;QRIS IM;IDR;500;0.00;781212988;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 11:23:25;Deposit;QRIS IM;IDR;500;0.00;781235970;Approved;
RP1M (G109);RP1M (161);Lucy1234;41996@161;04/03/2026 11:36:51;Deposit;QRIS IM;IDR;300;0.00;781240257;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 11:43:45;Deposit;QRIS IM;IDR;1500;0.00;781242504;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 12:00:31;Deposit;QRIS IM;IDR;2000;0.00;781248123;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Maju;42806@161;04/03/2026 12:16:27;Deposit;QRIS IM;IDR;50;0.00;781253798;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/03/2026 12:52:03;Deposit;QRIS IM;IDR;9500;0.00;781267019;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:01:08;Deposit;QRIS IM;IDR;2000;0.00;781270435;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/03/2026 13:11:50;Deposit;QRIS IM;IDR;1000;0.00;781274713;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:23:07;Deposit;QRIS IM;IDR;2500;0.00;781279212;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:29:29;Deposit;QRIS IM;IDR;1500;0.00;781281745;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:44:48;Deposit;QRIS IM;IDR;1200;0.00;781287861;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 15:49:50;Deposit;QRIS IM;IDR;1400;0.00;781337376;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 15:58:47;Deposit;QRIS IM;IDR;2000;0.00;781341076;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 16:05:35;Deposit;QRIS IM;IDR;2500;0.00;781343793;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 16:13:40;Deposit;QRIS IM;IDR;1500;0.00;781347280;Approved;
RP1M (G109);RP1M (161);Maju;42806@161;04/03/2026 16:28:31;Deposit;QRIS IM;IDR;50;0.00;781353486;Approved;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/03/2026 16:33:20;Deposit;QRIS IM;IDR;99;0.00;781355407;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 16:48:10;Deposit;QRIS IM;IDR;300;0.00;781361503;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/03/2026 17:11:44;Deposit;QRIS IM;IDR;99;0.00;781371254;Approved;
RP1M (G109);RP1M (161);Bolenk01;42435@161;04/03/2026 17:16:03;Deposit;QRIS IM;IDR;145;0.00;781373041;Approved;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/03/2026 17:16:55;Deposit;QRIS IM;IDR;99;0.00;781373390;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/03/2026 17:59:43;Deposit;QRIS IM;IDR;100;0.00;781391437;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/03/2026 19:28:03;Deposit;QRIS IM;IDR;50;0.00;781429987;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/03/2026 19:47:58;Deposit;QRIS IM;IDR;50;0.00;781438902;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/03/2026 20:28:43;Deposit;QRIS IM;IDR;300;0.00;781457514;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/03/2026 21:47:31;Deposit;QRIS IM;IDR;35;0.00;781497498;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/03/2026 21:52:25;Deposit;QRIS IM;IDR;35;0.00;781500275;Approved;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/03/2026 22:04:16;Deposit;QRIS IM;IDR;300;0.00;781506896;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/03/2026 22:55:10;Deposit;QRIS IM;IDR;500;0.00;781536742;Approved;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/03/2026 22:58:50;Deposit;QRIS IM;IDR;1000;0.00;781538991;Approved;
RP1M (G109);RP1M (161);G4tok;42043@161;04/03/2026 23:00:47;Deposit;QRIS IM;IDR;30;0.00;781540169;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 00:00:03;Deposit;QRIS IM;IDR;1000;0.00;781578301;Approved;
RP1M (G109);RP1M (161);andha11;41805@161;04/04/2026 00:50:36;Deposit;QRIS IM;IDR;200;0.00;781612255;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 01:05:26;Deposit;QRIS IM;IDR;1000;0.00;781622058;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 01:16:16;Deposit;QRIS IM;IDR;1000;0.00;781629150;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/04/2026 02:46:48;Deposit;QRIS IM;IDR;34;0.00;781684817;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/04/2026 03:14:23;Deposit;QRIS IM;IDR;50;0.00;781699017;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/04/2026 03:19:46;Deposit;QRIS IM;IDR;70;0.00;781701682;Approved;
RP1M (G109);RP1M (161);Ajijaya55;32580@161;04/04/2026 03:25:50;Deposit;QRIS IM;IDR;50;0.00;781704628;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/04/2026 03:30:58;Deposit;QRIS IM;IDR;9500;0.00;781707147;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);miki888;17880@161;04/04/2026 08:40:06;Deposit;QRIS IM;IDR;3500;0.00;781788941;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 09:32:41;Deposit;QRIS IM;IDR;1000;0.00;781799717;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 09:38:43;Deposit;QRIS IM;IDR;1000;0.00;781801064;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 10:08:29;Deposit;QRIS IM;IDR;107;0.00;781807953;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 10:30:34;Deposit;QRIS IM;IDR;1000;0.00;781813500;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 10:49:46;Deposit;QRIS IM;IDR;100;0.00;781818500;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:02:15;Deposit;QRIS IM;IDR;1000;0.00;781821903;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:08:39;Deposit;QRIS IM;IDR;1000;0.00;781823719;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 11:09:55;Deposit;QRIS IM;IDR;100;0.00;781824090;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:31:24;Deposit;QRIS IM;IDR;1000;0.00;781830303;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Adit;38141@161;04/04/2026 11:31:41;Deposit;QRIS IM;IDR;100;0.00;781830391;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:57:01;Deposit;QRIS IM;IDR;1000;0.00;781838112;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 12:15:23;Deposit;QRIS IM;IDR;1000;0.00;781843887;Approved;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/04/2026 12:19:00;Deposit;QRIS IM;IDR;100;0.00;781845136;Approved;
RP1M (G109);RP1M (161);Ajijaya55;32580@161;04/04/2026 12:20:34;Deposit;QRIS IM;IDR;25;0.00;781845655;Approved;
RP1M (G109);RP1M (161);Semarang888;43170@161;04/04/2026 12:48:04;Deposit;QRIS IM;IDR;200;0.00;781855019;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/04/2026 13:41:44;Deposit;QRIS IM;IDR;514;0.00;781874801;Approved;
;;;;;;;;;;;;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 14:02:44;Deposit;QRIS IM;IDR;1000;0.00;781882817;Approved;
;;;;;;;;;;;;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 14:38:18;Deposit;QRIS IM;IDR;50;0.00;781896764;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 14:49:02;Deposit;QRIS IM;IDR;50;0.00;781901009;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 14:57:43;Deposit;QRIS IM;IDR;1000;0.00;781904375;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:03:23;Deposit;QRIS IM;IDR;1000;0.00;781906586;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:22:58;Deposit;QRIS IM;IDR;1000;0.00;781914336;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 15:27:10;Deposit;QRIS IM;IDR;100;0.00;781916081;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:30:31;Deposit;QRIS IM;IDR;1000;0.00;781917471;Approved;
