﻿Group;Merchant;Login ID;Member ID;Date;Type;Pay Method;Currency;Amount;Fee;Ticket #;Status;Approval Remark
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 11:27;Deposit;QRIS IM;IDR;1000;0;780598314;Approved;
RP1M (G109);RP1M (161);solo888;43166@161;04/02/2026 12:18;Deposit;QRIS IM;IDR;2000;0;780616050;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 12:28;Deposit;QRIS IM;IDR;3000;0;780619948;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/02/2026 12:36;Deposit;QRIS IM;IDR;3000;0;780622861;Approved;
RP1M (G109);RP1M (161);Hengki02;17222@161;04/02/2026 12:54;Deposit;QRIS IM;IDR;250;0;780629863;Approved;
RP1M (G109);RP1M (161);Hengki02;17222@161;04/02/2026 13:00;Deposit;QRIS IM;IDR;250;0;780631933;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/02/2026 13:05;Deposit;QRIS IM;IDR;500;0;780634052;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/02/2026 13:07;Deposit;QRIS IM;IDR;9500;0;780634941;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/02/2026 13:18;Deposit;QRIS IM;IDR;50;0;780639406;Approved;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 13:53;Deposit;QRIS IM;IDR;60;0;780654125;Approved;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 14:01;Deposit;QRIS IM;IDR;40;0;780657552;Approved;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 14:32;Deposit;QRIS IM;IDR;1000;0;780670490;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/02/2026 14:37;Deposit;QRIS IM;IDR;50;0;780672463;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/02/2026 15:34;Deposit;QRIS IM;IDR;500;0;780696342;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/02/2026 16:38;Deposit;QRIS IM;IDR;50;0;780724284;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/02/2026 16:41;Deposit;QRIS IM;IDR;50;0;780725719;Approved;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 17:20;Deposit;QRIS IM;IDR;700;0;780742802;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 17:29;Deposit;QRIS IM;IDR;100;0;780746889;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 18:00;Deposit;QRIS IM;IDR;100;0;780760735;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/02/2026 18:12;Deposit;QRIS IM;IDR;28;0;780766178;Approved;
RP1M (G109);RP1M (161);Bil1ay;29782@161;04/02/2026 18:22;Deposit;QRIS IM;IDR;195;0;780770907;Approved;
RP1M (G109);RP1M (161);Lucky7;43111@161;04/02/2026 18:22;Deposit;QRIS IM;IDR;600;0;780770922;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 18:24;Deposit;QRIS IM;IDR;75;0;780771600;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/02/2026 18:50;Deposit;QRIS IM;IDR;100;0;780783452;Approved;
RP1M (G109);RP1M (161);Agung2002;42720@161;04/02/2026 20:19;Deposit;QRIS IM;IDR;37;0;780827225;Approved;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 21:09;Deposit;QRIS IM;IDR;40;0;780853280;Approved;
RP1M (G109);RP1M (161);maxwin8888;42046@161;04/02/2026 21:17;Deposit;QRIS IM;IDR;40;0;780858027;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 21:23;Deposit;QRIS IM;IDR;95;0;780861196;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 22:04;Deposit;QRIS IM;IDR;100;0;780885040;Approved;
RP1M (G109);RP1M (161);Situsandalan;43168@161;04/02/2026 22:27;Deposit;QRIS IM;IDR;25;0;780898915;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 22:27;Deposit;QRIS IM;IDR;100;0;780898992;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 23:05;Deposit;QRIS IM;IDR;100;0;780924154;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/02/2026 23:12;Deposit;QRIS IM;IDR;250;0;780928682;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/02/2026 23:22;Deposit;QRIS IM;IDR;100;0;780935982;Approved;
RP1M (G109);RP1M (161);SinzerGear;34975@161;04/03/2026 00:08;Deposit;QRIS IM;IDR;95;0;780968274;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/03/2026 00:13;Deposit;QRIS IM;IDR;100;0;780972176;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 01:31;Deposit;QRIS IM;IDR;500;0;781028644;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 04:11;Deposit;QRIS IM;IDR;350;0;781122967;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 04:16;Deposit;QRIS IM;IDR;500;0;781125114;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 04:18;Deposit;QRIS IM;IDR;1000;0;781126061;Approved;
RP1M (G109);RP1M (161);malikadel;43154@161;04/03/2026 05:09;Deposit;QRIS IM;IDR;100;0;781145489;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/03/2026 05:53;Deposit;QRIS IM;IDR;9500;0;781159280;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:20;Deposit;QRIS IM;IDR;500;0;781190462;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:35;Deposit;QRIS IM;IDR;500;0;781193600;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:45;Deposit;QRIS IM;IDR;500;0;781195626;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:47;Deposit;QRIS IM;IDR;500;0;781196072;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:49;Deposit;QRIS IM;IDR;1000;0;781196458;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 08:52;Deposit;QRIS IM;IDR;1000;0;781197098;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 09:00;Deposit;QRIS IM;IDR;500;0;781198746;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 09:02;Deposit;QRIS IM;IDR;500;0;781199087;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 09:54;Deposit;QRIS IM;IDR;500;0;781211050;Approved;
RP1M (G109);RP1M (161);Yuki27;42930@161;04/03/2026 10:01;Deposit;QRIS IM;IDR;500;0;781212988;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 11:23;Deposit;QRIS IM;IDR;500;0;781235970;Approved;
RP1M (G109);RP1M (161);Lucy1234;41996@161;04/03/2026 11:36;Deposit;QRIS IM;IDR;300;0;781240257;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 11:43;Deposit;QRIS IM;IDR;1500;0;781242504;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 12:00;Deposit;QRIS IM;IDR;2000;0;781248123;Approved;
RP1M (G109);RP1M (161);Maju;42806@161;04/03/2026 12:16;Deposit;QRIS IM;IDR;50;0;781253798;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/03/2026 12:52;Deposit;QRIS IM;IDR;9500;0;781267019;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:01;Deposit;QRIS IM;IDR;2000;0;781270435;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/03/2026 13:11;Deposit;QRIS IM;IDR;1000;0;781274713;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:23;Deposit;QRIS IM;IDR;2500;0;781279212;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:29;Deposit;QRIS IM;IDR;1500;0;781281745;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 13:44;Deposit;QRIS IM;IDR;1200;0;781287861;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 15:49;Deposit;QRIS IM;IDR;1400;0;781337376;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 15:58;Deposit;QRIS IM;IDR;2000;0;781341076;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 16:05;Deposit;QRIS IM;IDR;2500;0;781343793;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 16:13;Deposit;QRIS IM;IDR;1500;0;781347280;Approved;
RP1M (G109);RP1M (161);Maju;42806@161;04/03/2026 16:28;Deposit;QRIS IM;IDR;50;0;781353486;Approved;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/03/2026 16:33;Deposit;QRIS IM;IDR;99;0;781355407;Approved;
RP1M (G109);RP1M (161);Skybye23;24693@161;04/03/2026 16:48;Deposit;QRIS IM;IDR;300;0;781361503;Approved;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/03/2026 17:11;Deposit;QRIS IM;IDR;99;0;781371254;Approved;
RP1M (G109);RP1M (161);Bolenk01;42435@161;04/03/2026 17:16;Deposit;QRIS IM;IDR;145;0;781373041;Approved;
RP1M (G109);RP1M (161);Sarok123;38093@161;04/03/2026 17:16;Deposit;QRIS IM;IDR;99;0;781373390;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/03/2026 17:59;Deposit;QRIS IM;IDR;100;0;781391437;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/03/2026 19:28;Deposit;QRIS IM;IDR;50;0;781429987;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/03/2026 19:47;Deposit;QRIS IM;IDR;50;0;781438902;Approved;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/03/2026 20:28;Deposit;QRIS IM;IDR;300;0;781457514;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/03/2026 21:47;Deposit;QRIS IM;IDR;35;0;781497498;Approved;
RP1M (G109);RP1M (161);Cumicumi99;41074@161;04/03/2026 21:52;Deposit;QRIS IM;IDR;35;0;781500275;Approved;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/03/2026 22:04;Deposit;QRIS IM;IDR;300;0;781506896;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/03/2026 22:55;Deposit;QRIS IM;IDR;500;0;781536742;Approved;
RP1M (G109);RP1M (161);Bustomi11093;21065@161;04/03/2026 22:58;Deposit;QRIS IM;IDR;1000;0;781538991;Approved;
RP1M (G109);RP1M (161);G4tok;42043@161;04/03/2026 23:00;Deposit;QRIS IM;IDR;30;0;781540169;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 00:00;Deposit;QRIS IM;IDR;1000;0;781578301;Approved;
RP1M (G109);RP1M (161);andha11;41805@161;04/04/2026 00:50;Deposit;QRIS IM;IDR;200;0;781612255;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 01:05;Deposit;QRIS IM;IDR;1000;0;781622058;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 01:16;Deposit;QRIS IM;IDR;1000;0;781629150;Approved;
RP1M (G109);RP1M (161);Nurfadilah;41137@161;04/04/2026 02:46;Deposit;QRIS IM;IDR;34;0;781684817;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/04/2026 03:14;Deposit;QRIS IM;IDR;50;0;781699017;Approved;
RP1M (G109);RP1M (161);Boyyu41;43015@161;04/04/2026 03:19;Deposit;QRIS IM;IDR;70;0;781701682;Approved;
RP1M (G109);RP1M (161);Ajijaya55;32580@161;04/04/2026 03:25;Deposit;QRIS IM;IDR;50;0;781704628;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/04/2026 03:30;Deposit;QRIS IM;IDR;9500;0;781707147;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/04/2026 08:40;Deposit;QRIS IM;IDR;3500;0;781788941;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 09:32;Deposit;QRIS IM;IDR;1000;0;781799717;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 09:38;Deposit;QRIS IM;IDR;1000;0;781801064;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 10:08;Deposit;QRIS IM;IDR;107;0;781807953;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 10:30;Deposit;QRIS IM;IDR;1000;0;781813500;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 10:49;Deposit;QRIS IM;IDR;100;0;781818500;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:02;Deposit;QRIS IM;IDR;1000;0;781821903;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:08;Deposit;QRIS IM;IDR;1000;0;781823719;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 11:09;Deposit;QRIS IM;IDR;100;0;781824090;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:31;Deposit;QRIS IM;IDR;1000;0;781830303;Approved;
RP1M (G109);RP1M (161);Adit;38141@161;04/04/2026 11:31;Deposit;QRIS IM;IDR;100;0;781830391;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 11:57;Deposit;QRIS IM;IDR;1000;0;781838112;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 12:15;Deposit;QRIS IM;IDR;1000;0;781843887;Approved;
RP1M (G109);RP1M (161);Kuaci123;37225@161;04/04/2026 12:19;Deposit;QRIS IM;IDR;100;0;781845136;Approved;
RP1M (G109);RP1M (161);Ajijaya55;32580@161;04/04/2026 12:20;Deposit;QRIS IM;IDR;25;0;781845655;Approved;
RP1M (G109);RP1M (161);Semarang888;43170@161;04/04/2026 12:48;Deposit;QRIS IM;IDR;200;0;781855019;Approved;
RP1M (G109);RP1M (161);ERIKSUDARTa;25225@161;04/04/2026 13:41;Deposit;QRIS IM;IDR;514;0;781874801;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 14:02;Deposit;QRIS IM;IDR;1000;0;781882817;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 14:38;Deposit;QRIS IM;IDR;50;0;781896764;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 14:49;Deposit;QRIS IM;IDR;50;0;781901009;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 14:57;Deposit;QRIS IM;IDR;1000;0;781904375;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:03;Deposit;QRIS IM;IDR;1000;0;781906586;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:22;Deposit;QRIS IM;IDR;1000;0;781914336;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 15:27;Deposit;QRIS IM;IDR;100;0;781916081;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:30;Deposit;QRIS IM;IDR;1000;0;781917471;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:33;Deposit;QRIS IM;IDR;1500;0;781918579;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:38;Deposit;QRIS IM;IDR;500;0;781920568;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:38;Deposit;QRIS IM;IDR;50;0;781920886;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:43;Deposit;QRIS IM;IDR;50;0;781922816;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:46;Deposit;QRIS IM;IDR;100;0;781923914;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:50;Deposit;QRIS IM;IDR;50;0;781925865;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 15:51;Deposit;QRIS IM;IDR;1000;0;781926163;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 15:58;Deposit;QRIS IM;IDR;50;0;781928866;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 16:12;Deposit;QRIS IM;IDR;1000;0;781934753;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 16:15;Deposit;QRIS IM;IDR;1000;0;781935960;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 16:18;Deposit;QRIS IM;IDR;39;0;781937055;Approved;
RP1M (G109);RP1M (161);Suhuslot99;25319@161;04/04/2026 16:22;Deposit;QRIS IM;IDR;50;0;781938829;Approved;
RP1M (G109);RP1M (161);jataintan;19067@161;04/04/2026 16:46;Deposit;QRIS IM;IDR;1000;0;781948797;Approved;
RP1M (G109);RP1M (161);Irwan1708;41962@161;04/04/2026 17:13;Deposit;QRIS IM;IDR;100;0;781959590;Approved;
RP1M (G109);RP1M (161);miki888;17880@161;04/04/2026 18:24;Deposit;QRIS IM;IDR;1100;0;781989370;Approved;
RP1M (G109);RP1M (161);Maju;42806@161;04/04/2026 18:28;Deposit;QRIS IM;IDR;50;0;781991135;Approved;
RP1M (G109);RP1M (161);Smlehele14;30968@161;04/04/2026 18:49;Deposit;QRIS IM;IDR;150;0;782000593;Approved;
RP1M (G109);RP1M (161);lindamy02;38400@161;04/04/2026 20:25;Deposit;QRIS IM;IDR;100;0;782045067;Approved;
